"","suppdem","age","party_reg_state","party_primary_state","sex","combined_ethnicity_4way","single","married","num_children","children_3plus","hasreligion","catholic","christian","bible_reader","interest_in_religion","donrever_1","liberal_donor","conservative_donor","contbrel_1","contbpol_1","contbhlt_1","blue_collar","farmer","professional_technical","retired","apparel_1","bookmusc_1","electrnc_1","boatownr_1","cat_1","environm_1","outdgrdn_1","outdoor_1","guns_1","golf_1","investor_1","veteran_1","expensive_items_1","cnty_pct_religious","cnty_pct_evangelical","district_status","property_status","collapsed_educ","relative_income"
"130","Y",33,1,1,"F","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.517038889,0.135418889,2,2,"2",1.708618103
"131","N",47,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.42455,0.14784,2,1,"2",1.296188112
"132","N",61,1,0,"M","W",0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.47475,0.18161,1,2,"1",1.112321275
"133","N",54,1,0,"F","W",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.57234,0.39381,2,2,"2",1.368380205
"134","N",39,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.796628889,0.652798889,1,2,"2",2.549502847
"135","N",25,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26986,0.121718889,2,1,"2",0.78417705
"136","N",23,1,1,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46212,0.266138889,2,2,"2",0.487354435
"137","N",71,0,1,"M","W",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0.38836,0.16553,2,2,"4",0.47680308
"138","N",53,0,1,"F","H",0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.59621,0.083348889,3,2,"2",2.479792079
"139","N",40,1,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.531038889,0.082968889,3,2,"2",0.393013605
"140","N",75,1,1,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.47036,0.091018889,1,2,"2",0.431220354
"141","N",27,1,1,"M","W",0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.480188889,0.136638889,2,2,"2",1.297386693
"142","N",74,0,0,"F","W",0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.39661,0.132318889,1,2,"2",0.594957225
"143","N",72,1,0,"M","W",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.510518889,0.20952,2,2,"4",1.095407878
"144","Y",61,0,1,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0.55475,0.198008889,2,2,"1",1.420846146
"145","N",32,0,0,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.58444,0.143038889,2,2,"2",1.027265334
"146","N",48,1,1,"F","W",0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.524298889,0.13211,1,2,"1",1.21836926
"147","N",67,0,1,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.36047,0.197008889,2,0,"1",0.317599552
"148","N",53,1,0,"F","W",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0.34862,0.139668889,1,2,"2",0.839374285
"149","N",51,1,1,"M","W",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0.47873,0.102098889,2,2,"2",1.164397079
"150","Y",50,0,1,"F","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582788889,0.333388889,3,0,"2",1.273524834
"151","N",77,1,1,"M","W",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0.61469,0.02746,2,2,"4",0.544790624
"152","Y",65,0,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0.505318889,0.129598889,1,2,"2",0.550702145
"153","N",42,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.35761,0.077238889,1,2,"2",1.199186375
"154","N",88,0,0,"F","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3186,0.085,1,0,"2",1.245494518
"155","Y",21,1,1,"F","B",1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.45567,0.20775,2,2,"2",0.777207825
"156","Y",64,0,1,"M","H",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56435,0.168258889,3,2,"2",1.732734538
"157","N",55,1,1,"F","W",0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0.424018889,0.071608889,1,2,"1",1.257540688
"158","Y",76,1,1,"M","B",0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0.42024,0.33729,1,2,"2",0.437370453
"159","N",85,0,1,"F","W",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.488628889,0.27766,2,1,"2",0.329272308
"160","Y",43,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.35761,0.077238889,2,2,"2",0.921392816
"161","Y",41,1,0,"M","W",0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.41243,0.259708889,1,2,"2",1.035091636
"162","N",39,0,1,"M","W",0,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0.326768889,0.1613,1,2,"2",1.764913519
"163","N",44,1,0,"F","A",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.367018889,0.126568889,2,2,"2",1.135292388
"164","N",23,1,1,"M","W",0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0.44437,0.10975,2,2,"2",1.652266703
"165","Y",63,0,1,"M","W",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0.41086,0.16249,1,2,"2",1.715934794
"166","N",56,0,0,"F","W",1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0.376768889,0.09323,2,2,"2",2.021594303
"167","N",87,1,1,"M","W",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0.717668889,0.06409,2,2,"2",0.398565165
"168","N",70,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0.471778889,0.17253,2,2,"2",0.355878922
"169","N",63,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0.25296,0.114608889,2,2,"1",2.272081795
"170","Y",43,0,1,"F","W",0,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.448008889,0.09115,2,2,"1",2.062780269
"171","N",54,1,1,"M","W",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.31442,0.17746,1,2,"1",2.056202879
"172","N",39,1,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0.47417,0.22871,1,2,"1",1.074652529
"173","N",20,1,0,"M","W",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.671288889,0.0298,2,2,"2",1.478552539
"174","N",52,1,0,"M","B",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.632278889,0.05114,2,2,"4",1.774098167
"175","N",61,0,1,"F","W",0,1,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.575788889,0.27831,2,2,"4",1.257088982
"176","N",58,1,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.674628889,0.274778889,2,2,"2",1.76
"177","Y",63,1,1,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.54572,0.02696,2,2,"2",0.336740353
"178","N",43,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687628889,0.047158889,2,0,"2",0.905774726
"179","Y",59,1,0,"M","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36641,0.108878889,2,1,"2",1.820511092
"180","Y",52,1,1,"F","H",0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0.544788889,0.10415,2,2,"2",0.420097463
"181","N",49,1,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.34862,0.139668889,2,2,"1",1.088895582
"182","Y",58,0,1,"F","B",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0.527128889,0.08318,2,2,"2",1.929618001
"183","N",27,0,0,"F","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0.535888889,0.36887,3,2,"2",3.441739824
"184","Y",48,1,0,"M","H",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35893,0.099908889,2,2,"2",1.101967129
"185","Y",73,1,0,"M","B",0,1,3,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0.36016,0.101488889,2,2,"2",1.573177327
"186","N",78,0,1,"M","W",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.429008889,0.213968889,1,2,"2",0.324447088
"187","N",74,1,0,"M","B",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.35761,0.077238889,3,2,"2",1.386497305
"188","N",55,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.37398,0.042978889,3,1,"2",1.398185334
"189","N",85,0,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39325,0.158688889,1,2,"1",0.384900888
"190","N",55,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.51909,0.222138889,2,2,"1",1.304522808
"191","Y",35,0,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.58395,0.26324,2,2,"1",0.860752464
"192","N",61,0,0,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.51734,0.20031,2,2,"4",0.939443677
"193","Y",24,1,1,"F","B",0,1,4,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.66162,0.056148889,2,2,"2",1.523831024
"194","N",55,1,1,"F","W",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0.471958889,0.122958889,2,2,"1",1.894351505
"195","N",53,1,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.452708889,0.147948889,1,2,"2",1.686985469
"196","N",70,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0.5247,0.116108889,2,2,"2",0.868544601
"197","N",56,0,0,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0.3283,0.073488889,2,2,"2",1.651351194
"198","N",44,0,1,"F","W",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0.78512,0.10612,1,2,"4",1.066912729
"199","N",55,1,1,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.59108,0.17508,1,2,"4",1.610155648
"200","Y",26,1,1,"M","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296898889,0.08023,2,1,"2",1.368856838
"201","N",39,0,1,"F","W",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.374778889,0.153718889,2,2,"1",1.113902744
"202","N",54,0,1,"F","H",0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.375148889,0.147948889,1,2,"4",1.629223118
"203","Y",65,0,1,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0.456898889,0.080658889,2,2,"1",0.243972293
"204","N",66,0,0,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.66074,0.127768889,2,2,"2",0.849066027
"205","Y",33,1,0,"F","W",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0.49424,0.03796,3,2,"4",1.242568485
"206","Y",59,1,1,"F","B",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.57119,0.412898889,2,2,"2",1.527145796
"207","N",43,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0.45536,0.242568889,2,2,"1",1.083841575
"208","N",71,0,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.59621,0.083348889,3,2,"1",0.50161303
"209","Y",51,1,1,"F","H",1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0.395778889,0.107408889,3,2,"4",2.593261362
"210","N",22,1,0,"F","H",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.367018889,0.126568889,2,1,"2",3.259581193
"211","N",56,1,0,"F","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.78297,0.62061,1,2,"2",2.256911792
"212","N",76,1,0,"M","W",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36641,0.108878889,2,0,"2",1.07
"213","Y",59,0,0,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.353068889,0.21621,2,2,"2",0.881985125
"214","N",71,0,0,"F","W",0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0.459938889,0.154818889,1,2,"2",0.825686352
"215","N",53,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.51909,0.222138889,2,2,"4",0.931914129
"216","N",82,1,0,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0.38462,0.18137,2,2,"4",0.510374685
"217","N",20,0,1,"F","H",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772158889,0.501828889,2,2,"2",2.298288509
"218","Y",39,0,1,"F","B",0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0.44893,0.23499,2,2,"1",0.514741628
"219","N",88,0,1,"F","W",0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.61447,0.26006,3,2,"2",1.337996047
"220","N",83,1,0,"F","W",0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0.31267,0.05228,1,2,"1",1.436333826
"221","N",52,0,0,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0.314388889,0.118718889,2,2,"2",1.872590417
"222","Y",79,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.419888889,0.244628889,2,2,"1",1.298200514
"223","N",37,1,1,"M","W",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0.483328889,0.232138889,2,2,"2",1.664176063
"224","N",39,1,0,"M","W",0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0.35761,0.077238889,2,2,"1",3.191114611
"225","Y",55,0,0,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.382508889,0.14781,1,2,"1",1.76298438
"226","N",74,1,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.62698,0.354018889,2,2,"2",1.853759011
"227","Y",64,1,0,"M","W",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561408889,0.143468889,1,0,"2",1.664724488
"228","N",42,0,1,"M","B",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.398018889,0.145188889,2,2,"2",1.564882433
"229","Y",64,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0.43993,0.12137,1,2,"2",1.386909119
"230","N",19,1,0,"M","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503648889,0.18218,2,0,"2",1.128848044
"231","N",93,1,0,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.37398,0.042978889,3,2,"2",1.0126373
"232","Y",71,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.440198889,0.04175,3,2,"2",1.36425648
"233","Y",36,1,0,"F","W",0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0.35761,0.077238889,2,2,"1",1.076160144
"234","Y",71,1,0,"M","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0.28656,0.11259,2,1,"2",1.93148688
"235","N",69,1,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.39841,0.10026,2,2,"4",0.699723893
"236","Y",76,1,0,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0.531758889,0.12531,3,2,"2",0.889356025
"237","Y",43,1,1,"F","A",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0.59695,0.052758889,2,2,"2",0.937923368
"238","Y",20,1,0,"M","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397578889,0.108878889,2,1,"2",1.298821783
"239","N",50,0,1,"F","B",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.58395,0.26324,2,2,"2",1.350147942
"240","N",47,0,1,"F","W",1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.58395,0.26324,3,2,"2",6.577966444
"241","N",65,1,1,"F","H",1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.56212,0.28847,2,2,"2",0.395714972
"242","Y",22,1,1,"F","W",0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.64459,0.03692,2,2,"2",1.233272851
"243","Y",23,0,1,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.59621,0.083348889,2,2,"2",2.325723729
"244","N",49,1,0,"M","W",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0.34017,0.042048889,2,2,"4",1.703876759
"245","N",20,1,0,"M","W",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.420828889,0.18934,2,2,"2",1.756519389
"246","Y",58,1,0,"F","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36717,0.13475,2,1,"2",2.284898251
"247","N",68,0,1,"M","W",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.487188889,0.09723,2,2,"2",0.472813239
"248","Y",49,1,1,"U","H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.43354,0.05138,3,2,"2",0.556757104
"249","Y",54,1,0,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0.36641,0.108878889,2,2,"2",1.364036556
"250","Y",71,1,0,"F","W",0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.31018,0.08845,2,2,"2",1.361834586
"251","Y",21,1,1,"M","W",0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.60197,0.07284,1,2,"2",1.197220738
"252","N",93,1,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.367018889,0.126568889,3,2,"2",0.320836007
"253","N",48,1,1,"F","W",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0.457628889,0.114908889,2,2,"1",4.329997792
"254","N",42,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41511,0.052928889,2,2,"2",0.303875068
"255","N",71,1,0,"F","W",0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0.35761,0.077238889,3,2,"2",1.496937037
"256","Y",58,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0.44816,0.089078889,2,2,"1",0.489848875
"257","N",66,1,1,"M","H",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0.44437,0.10975,2,2,"2",2.267366381
"258","N",51,0,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833158889,0.14437,2,2,"2",1.618996222
"259","Y",41,0,1,"F","B",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0.479838889,0.197728889,2,2,"2",1.186599005
"260","N",61,0,0,"F","W",0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0.51661,0.16278,2,2,"2",1.356990196
